# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_01871	NC_007795.1	1778129	1779790	-	1662	99	58	94	68	70	74	224
SAOUHSC_01872	NC_007795.1	1780197	1781465	+	1269	88	0	67	2	45	19	105
SAOUHSC_01873	NC_007795.1	1781582	1788142	-	6561	87	20	1589	43	30	72	76
SAOUHSC_01874	NC_007795.1	1788485	1788796	-	312	14	1	23	0	3	14	8
SAOUHSC_01875	NC_007795.1	1788818	1791235	-	2418	215	44	83	62	117	55	181
SAOUHSC_01876	NC_007795.1	1791523	1792704	-	1182	108	59	74	76	76	39	184
SAOUHSC_01877	NC_007795.1	1792814	1793767	+	954	42	18	21	18	86	26	231
SAOUHSC_01878	NC_007795.1	1793764	1794327	+	564	23	0	12	8	16	0	57
SAOUHSC_01879	NC_007795.1	1794447	1794848	-	402	14	12	4	8	14	14	174
SAOUHSC_01882	NC_007795.1	1796427	1797254	-	828	62	50	134	35	42	58	36
SAOUHSC_01883	NC_007795.1	1797257	1797376	-	120	0	2	0	0	0	2	1
SAOUHSC_01884	NC_007795.1	1797488	1798489	+	1002	197	34	66	52	121	60	238
SAOUHSC_01886	NC_007795.1	1798611	1799075	-	465	5	0	0	0	24	18	21
SAOUHSC_01887	NC_007795.1	1799088	1800269	-	1182	42	7	9	118	60	30	201
SAOUHSC_01888	NC_007795.1	1800280	1800912	-	633	66	12	118	120	65	18	90
SAOUHSC_01889	NC_007795.1	1800919	1801923	-	1005	72	10	91	185	68	14	353
SAOUHSC_01890	NC_007795.1	1802443	1803945	-	1503	0	3	6	1	1	1	9
SAOUHSC_01891	NC_007795.1	1804468	1804782	+	315	4	0	10	0	2	4	7
SAOUHSC_01893	NC_007795.1	1804782	1806074	+	1293	54	0	0	36	26	39	31
SAOUHSC_01894	NC_007795.1	1806092	1806487	+	396	0	0	0	0	0	1	5
SAOUHSC_01895	NC_007795.1	1806782	1807636	-	855	266	72	136	164	394	194	484
SAOUHSC_01896	NC_007795.1	1807912	1808136	-	225	8	0	0	0	1	0	4
SAOUHSC_01897	NC_007795.1	1808335	1808805	+	471	2	0	0	0	7	1	4
SAOUHSC_01898	NC_007795.1	1808918	1809361	+	444	14	0	3	1	11	13	23
SAOUHSC_01899	NC_007795.1	1809348	1809791	-	444	11	5	0	0	8	12	14
SAOUHSC_01900	NC_007795.1	1810087	1810722	+	636	22	9	0	2	2	6	6
SAOUHSC_01901	NC_007795.1	1811162	1811875	-	714	154	4	8	40	88	90	440
SAOUHSC_01902	NC_007795.1	1812135	1812437	+	303	0	0	0	0	0	0	0
SAOUHSC_01903	NC_007795.1	1812693	1813058	+	366	6	3	0	13	0	2	17
SAOUHSC_01904	NC_007795.1	1813055	1813408	+	354	10	0	0	0	0	1	6
SAOUHSC_01907	NC_007795.1	1815492	1816325	-	834	52	6	24	74	74	14	63
SAOUHSC_01908	NC_007795.1	1816537	1817445	-	909	91	29	22	12	19	24	78
SAOUHSC_01909	NC_007795.1	1817570	1818763	-	1194	80	27	5	57	44	58	186
SAOUHSC_01910	NC_007795.1	1819134	1820726	+	1593	3546	606	1721	4981	4097	1574	13862
SAOUHSC_01911	NC_007795.1	1820862	1821347	-	486	0	0	0	0	0	0	2
SAOUHSC_01912	NC_007795.1	1821722	1822468	-	747	77	34	7	22	32	73	8
SAOUHSC_01913	NC_007795.1	1822473	1822946	-	474	6	0	0	5	16	19	2
SAOUHSC_01914	NC_007795.1	1823012	1823269	+	258	183	23	106	76	97	68	98
SAOUHSC_01915	NC_007795.1	1823266	1824267	-	1002	294	53	128	96	137	147	474
SAOUHSC_01916	NC_007795.1	1824272	1825750	-	1479	178	18	64	62	52	76	188
SAOUHSC_01917	NC_007795.1	1825909	1826364	-	456	0	0	2	0	0	0	0
SAOUHSC_01918	NC_007795.1	1826667	1827317	+	651	1094	428	626	2470	1988	682	8263
SAOUHSC_01919	NC_007795.1	1827398	1828393	+	996	3197	658	1383	2123	1367	829	7840
SAOUHSC_01920	NC_007795.1	1828469	1829095	+	627	4	0	1	0	0	0	4
SAOUHSC_01921	NC_007795.1	1829136	1829480	+	345	0	0	0	6	0	0	1
SAOUHSC_01922	NC_007795.1	1829578	1830129	+	552	9	0	2	4	6	0	10
SAOUHSC_01923	NC_007795.1	1830347	1830988	-	642	2	0	3	2	0	6	0
SAOUHSC_01924	NC_007795.1	1831102	1831287	-	186	0	0	0	0	0	1	8
SAOUHSC_01925	NC_007795.1	1831289	1831465	-	177	0	0	0	0	0	2	8
SAOUHSC_01926	NC_007795.1	1831476	1831859	-	384	0	0	10	0	0	29	3
SAOUHSC_01928	NC_007795.1	1832463	1832606	-	144	0	0	0	0	0	0	0
SAOUHSC_01929	NC_007795.1	1833027	1833128	+	102	0	0	0	0	0	0	0
SAOUHSC_01930	NC_007795.1	1833476	1833835	-	360	0	0	0	0	0	0	0
SAOUHSC_01931	NC_007795.1	1834373	1838485	-	4113	1	12	3	0	5	5	0
SAOUHSC_01932	NC_007795.1	1839335	1840534	-	1200	0	0	0	1	4	0	6
SAOUHSC_01933	NC_007795.1	1840527	1842266	-	1740	76	26	2	36	38	5	140
SAOUHSC_01934	NC_007795.1	1842247	1842381	-	135	0	0	0	0	0	0	0
SAOUHSC_01935	NC_007795.1	1842446	1843165	-	720	0	0	0	0	2	0	0
SAOUHSC_01936	NC_007795.1	1843316	1844032	-	717	1	0	0	0	0	1	0
SAOUHSC_01937	NC_007795.1	1844134	1844241	+	108	0	0	0	0	0	0	0
SAOUHSC_01938	NC_007795.1	1844190	1844909	-	720	0	0	0	0	5	0	0
SAOUHSC_01939	NC_007795.1	1845030	1845749	-	720	18	0	0	0	1	20	0
SAOUHSC_01941	NC_007795.1	1845807	1846529	-	723	8	0	0	1	1	4	47
SAOUHSC_01942	NC_007795.1	1846654	1847361	-	708	0	1	1	0	0	0	4
SAOUHSC_01944	NC_007795.1	1848325	1848891	+	567	0	0	0	0	1	0	0
SAOUHSC_01945	NC_007795.1	1849365	1850063	-	699	0	1	1	2	0	4	0
SAOUHSC_01947	NC_007795.1	1850060	1850821	-	762	0	0	0	0	0	0	0
SAOUHSC_01948	NC_007795.1	1850818	1851510	-	693	8	1	0	4	5	5	3
SAOUHSC_01949	NC_007795.1	1851533	1852906	-	1374	1	3	0	0	0	0	0
SAOUHSC_01950	NC_007795.1	1852916	1853434	-	519	0	0	0	0	0	0	0
SAOUHSC_01951	NC_007795.1	1853450	1854694	-	1245	0	0	0	0	1	1	1
SAOUHSC_01952	NC_007795.1	1854687	1857680	-	2994	3	0	0	0	0	0	0
SAOUHSC_01953	NC_007795.1	1857745	1857888	-	144	0	0	0	1	0	0	0
SAOUHSC_01954	NC_007795.1	1859010	1859993	-	984	11	6	1	1	2	6	7
SAOUHSC_01955	NC_007795.1	1859995	1860900	-	906	0	8	0	0	4	0	7
SAOUHSC_01956	NC_007795.1	1861729	1862268	+	540	0	10	0	0	4	0	1
SAOUHSC_01957	NC_007795.1	1862281	1863069	+	789	0	2	1	0	0	0	1
SAOUHSC_T00050	NC_007795.1	1864312	1864400	-	89	2	1	0	2	0	3	8
SAOUHSC_T00019	NC_007795.1	1864455	1864526	-	72	36	0	0	11	7	4	43
SAOUHSC_T0009	NC_007795.1	1864528	1864602	-	75	85	4	0	19	19	7	58
SAOUHSC_T00022	NC_007795.1	1864617	1864690	-	74	118	11	4	41	30	12	83
SAOUHSC_T00026	NC_007795.1	1864706	1864781	-	76	125	16	9	46	32	21	90
SAOUHSC_T00042	NC_007795.1	1864795	1864867	-	73	107	20	5	52	30	28	100
SAOUHSC_T00012	NC_007795.1	1864884	1864959	-	76	52	31	5	34	19	21	51
SAOUHSC_T00038	NC_007795.1	1864981	1865054	-	74	7	14	1	4	5	4	7
SAOUHSC_01958	NC_007795.1	1865526	1866080	-	555	0	0	0	0	0	0	5
SAOUHSC_01960	NC_007795.1	1866403	1867803	-	1401	247	38	45	92	160	50	519
SAOUHSC_01961	NC_007795.1	1867827	1868750	-	924	168	14	58	12	22	46	292
SAOUHSC_01962	NC_007795.1	1868808	1869845	-	1038	64	21	60	25	53	28	480
SAOUHSC_01963	NC_007795.1	1869835	1869945	-	111	2	0	0	0	0	0	13
SAOUHSC_01964	NC_007795.1	1870108	1870611	+	504	602	92	10	146	392	112	0
SAOUHSC_01966	NC_007795.1	1870735	1871958	-	1224	33	38	30	37	40	138	65
SAOUHSC_01967	NC_007795.1	1871951	1872691	-	741	48	7	23	26	37	39	101
SAOUHSC_01968	NC_007795.1	1872825	1873247	+	423	24	10	12	20	18	6	7
SAOUHSC_01969	NC_007795.1	1873389	1873754	+	366	694	70	144	496	617	198	1274
SAOUHSC_01971	NC_007795.1	1874487	1875044	+	558	4	2	12	0	1	0	4
SAOUHSC_01972	NC_007795.1	1875249	1876211	+	963	194	184	246	56	51	104	340
SAOUHSC_01973	NC_007795.1	1876332	1877273	-	942	282	44	120	122	108	86	786
SAOUHSC_01974	NC_007795.1	1877270	1880206	-	2937	975	223	904	512	554	618	2162
SAOUHSC_01975	NC_007795.1	1880196	1881392	-	1197	50	18	72	15	60	53	164
SAOUHSC_01976	NC_007795.1	1881683	1881781	-	99	1	0	0	0	0	0	0
SAOUHSC_01977	NC_007795.1	1882164	1882508	-	345	12	0	4	0	0	2	8
SAOUHSC_01978	NC_007795.1	1882577	1883701	-	1125	2	0	18	2	10	6	23
SAOUHSC_01979	NC_007795.1	1883880	1884344	-	465	17	0	0	4	20	4	12
SAOUHSC_01980	NC_007795.1	1884700	1885323	-	624	16	0	1	4	4	14	8
SAOUHSC_01981	NC_007795.1	1885345	1886457	-	1113	181	24	32	112	105	32	259
SAOUHSC_01982	NC_007795.1	1886620	1887441	+	822	48	13	16	28	25	30	98
SAOUHSC_01983	NC_007795.1	1887904	1889289	-	1386	368	56	675	296	264	66	1742
SAOUHSC_01984	NC_007795.1	1889485	1889880	-	396	13	0	4	2	0	7	0
SAOUHSC_01985	NC_007795.1	1889999	1890361	+	363	7	8	2	2	0	46	4
SAOUHSC_01986	NC_007795.1	1890657	1890809	-	153	228	8	42	18	37	30	30
SAOUHSC_01987	NC_007795.1	1890834	1891433	-	600	414	86	76	90	140	79	126
SAOUHSC_01988	NC_007795.1	1891592	1892062	-	471	7	0	11	4	5	9	8
SAOUHSC_01989	NC_007795.1	1892067	1893209	-	1143	82	13	70	20	24	26	150
SAOUHSC_01990	NC_007795.1	1893345	1894073	-	729	20	2	13	10	4	3	51
SAOUHSC_01991	NC_007795.1	1894060	1895517	-	1458	250	57	251	120	126	84	890
SAOUHSC_01992	NC_007795.1	1895775	1896836	-	1062	68	0	58	10	30	24	179
SAOUHSC_T00031	NC_007795.1	1898905	1898988	-	84	6	0	16	0	7	6	48
SAOUHSC_T00023	NC_007795.1	1899205	1899279	-	75	117	13	7	122	66	33	392
SAOUHSC_T00015	NC_007795.1	1899287	1899360	-	74	98	22	4	103	62	33	313
SAOUHSC_T00016	NC_007795.1	1899366	1899437	-	72	133	18	15	79	54	22	289
SAOUHSC_T00027	NC_007795.1	1899449	1899521	-	73	194	14	14	83	57	26	255
SAOUHSC_T00056	NC_007795.1	1899524	1899597	-	74	196	16	18	104	49	33	267
SAOUHSC_T00057	NC_007795.1	1899613	1899693	-	81	209	8	7	92	51	44	336
SAOUHSC_T00054	NC_007795.1	1899699	1899774	-	76	199	9	15	45	38	34	317
SAOUHSC_T00043	NC_007795.1	1899782	1899854	-	73	230	31	20	20	28	53	240
SAOUHSC_T00013	NC_007795.1	1899873	1899948	-	76	284	32	30	12	13	88	264
SAOUHSC_T00039	NC_007795.1	1899958	1900031	-	74	198	2	18	17	6	79	191
SAOUHSC_T00051	NC_007795.1	1900046	1900138	-	93	275	14	21	113	120	91	232
SAOUHSC_T00014	NC_007795.1	1900177	1900252	-	76	222	18	24	117	143	59	161
SAOUHSC_T00052	NC_007795.1	1900263	1900352	-	90	252	33	27	165	138	54	195
SAOUHSC_T00040	NC_007795.1	1900362	1900435	-	74	165	31	9	109	59	36	172
SAOUHSC_T00041	NC_007795.1	1900461	1900537	-	77	151	12	7	96	58	47	189
SAOUHSC_T0002	NC_007795.1	1900559	1900634	-	76	91	9	5	55	49	25	121
SAOUHSC_T00045	NC_007795.1	1900652	1900725	-	74	70	6	0	76	35	43	105
SAOUHSC_T0007	NC_007795.1	1900735	1900808	-	74	90	13	9	138	61	60	150
SAOUHSC_T00032	NC_007795.1	1900827	1900915	-	89	112	24	18	200	87	62	230
SAOUHSC_T00024	NC_007795.1	1900926	1901000	-	75	127	19	22	187	72	63	241
SAOUHSC_T00033	NC_007795.1	1901004	1901085	-	82	188	12	8	182	77	92	330
SAOUHSC_T00036	NC_007795.1	1901089	1901164	-	76	159	5	8	162	76	96	312
SAOUHSC_T00055	NC_007795.1	1901170	1901245	-	76	122	5	4	106	59	70	233
SAOUHSC_T00060	NC_007795.1	1901262	1901337	-	76	9	0	0	6	9	13	46
SAOUHSC_R00013	NC_007795.1	1901349	1901463	-	115	0	0	0	0	0	0	0
SAOUHSC_R0008	NC_007795.1	1901536	1904457	-	2922	20	6	2	24	29	0	13
SAOUHSC_T0003	NC_007795.1	1904671	1904746	-	76	215	33	190	381	283	456	158
SAOUHSC_T00028	NC_007795.1	1904765	1904841	-	77	48	9	4	31	10	24	52
SAOUHSC_R0003	NC_007795.1	1904931	1906485	-	1555	1360	136	0	763	1858	74	27
SAOUHSC_01997	NC_007795.1	1907224	1907670	-	447	1024	101	360	123	171	398	2489
SAOUHSC_01998	NC_007795.1	1907767	1908717	-	951	109	29	65	81	109	85	362
SAOUHSC_01999	NC_007795.1	1908723	1909178	-	456	16	0	3	4	5	1	6
SAOUHSC_02000	NC_007795.1	1909259	1910548	+	1290	293	58	96	154	140	116	466
SAOUHSC_02001	NC_007795.1	1910892	1911935	+	1044	64	10	92	32	63	38	150
SAOUHSC_02002	NC_007795.1	1912025	1912117	-	93	7	7	18	2	4	10	104
SAOUHSC_02003	NC_007795.1	1912126	1913862	-	1737	502	97	242	232	384	290	1040
SAOUHSC_02004	NC_007795.1	1914153	1914695	-	543	28	0	10	7	4	10	41
SAOUHSC_02005	NC_007795.1	1914997	1916034	-	1038	41	4	16	6	21	38	58
SAOUHSC_02006	NC_007795.1	1916186	1917163	+	978	495	84	272	572	523	350	1070
SAOUHSC_02008	NC_007795.1	1917424	1918260	-	837	11	1	64	3	4	18	10
SAOUHSC_02009	NC_007795.1	1918269	1919786	-	1518	13	10	45	18	53	32	52
SAOUHSC_02010	NC_007795.1	1919801	1920091	-	291	0	0	0	1	7	4	0
SAOUHSC_02011	NC_007795.1	1920093	1920911	-	819	2	0	27	0	3	4	6
SAOUHSC_02012	NC_007795.1	1921172	1921981	-	810	284	150	222	48	54	80	588
SAOUHSC_02013	NC_007795.1	1922322	1922837	-	516	544	20	81	93	214	190	123
SAOUHSC_02014	NC_007795.1	1922968	1923129	-	162	5	1	7	4	4	0	1
SAOUHSC_02015	NC_007795.1	1923456	1923557	+	102	0	0	0	0	0	0	0
SAOUHSC_02016	NC_007795.1	1923883	1924083	-	201	32	0	0	0	5	0	37
SAOUHSC_02017	NC_007795.1	1924070	1924180	-	111	25	0	0	0	24	1	24
SAOUHSC_02018	NC_007795.1	1924251	1924403	-	153	117	0	0	0	66	6	220
SAOUHSC_02019	NC_007795.1	1924647	1926092	-	1446	121	0	0	0	0	17	6
SAOUHSC_02020	NC_007795.1	1926073	1926510	-	438	17	0	0	1	0	1	0
SAOUHSC_02021	NC_007795.1	1926566	1926961	-	396	0	0	16	0	0	0	0
SAOUHSC_02022	NC_007795.1	1926967	1928139	-	1173	7	0	0	7	0	0	3
SAOUHSC_02023	NC_007795.1	1928152	1930050	-	1899	27	12	2	1	0	2	1
SAOUHSC_02025	NC_007795.1	1930187	1930486	-	300	0	0	0	0	1	0	0
SAOUHSC_02026	NC_007795.1	1930526	1930699	-	174	0	0	0	0	0	0	0
SAOUHSC_02027	NC_007795.1	1930703	1931080	-	378	2	0	6	10	0	0	0
SAOUHSC_02028	NC_007795.1	1931080	1932903	-	1824	31	7	10	3	6	1	2
SAOUHSC_02029	NC_007795.1	1932903	1934813	-	1911	44	1	71	0	16	0	2
SAOUHSC_02030	NC_007795.1	1934828	1936729	-	1902	8	0	6	0	0	0	2
SAOUHSC_02031	NC_007795.1	1936738	1937685	-	948	3	0	0	1	0	2	0
SAOUHSC_02033	NC_007795.1	1937698	1941165	-	3468	107	1	0	1	46	1	16
SAOUHSC_02034	NC_007795.1	1941182	1941526	-	345	10	0	0	0	0	0	0
SAOUHSC_02035	NC_007795.1	1941556	1941921	-	366	11	0	0	0	2	0	0
SAOUHSC_02036	NC_007795.1	1941983	1942564	-	582	12	0	0	0	0	0	0
SAOUHSC_02037	NC_007795.1	1942583	1942966	-	384	0	0	0	0	0	0	0
SAOUHSC_02038	NC_007795.1	1942978	1943325	-	348	10	0	0	0	1	0	0
SAOUHSC_02040	NC_007795.1	1943325	1943627	-	303	30	0	0	1	10	2	0
SAOUHSC_02041	NC_007795.1	1943624	1943956	-	333	40	0	0	0	5	0	4
SAOUHSC_02042	NC_007795.1	1943965	1944252	-	288	2	0	0	0	10	0	0
SAOUHSC_02043	NC_007795.1	1944274	1945248	-	975	12	0	3	2	7	1	1
SAOUHSC_02044	NC_007795.1	1945262	1945882	-	621	3	0	0	0	0	1	1
SAOUHSC_02046	NC_007795.1	1945991	1946161	-	171	2	0	0	0	0	0	0
SAOUHSC_02047	NC_007795.1	1946234	1947229	-	996	20	0	1	0	1	1	1
SAOUHSC_02048	NC_007795.1	1947236	1948771	-	1536	24	0	1	0	1	0	1
SAOUHSC_02049	NC_007795.1	1948782	1950059	-	1278	6	0	1	4	7	0	0
SAOUHSC_02050	NC_007795.1	1950046	1950486	-	441	6	0	0	0	6	0	0
SAOUHSC_02051	NC_007795.1	1950673	1951095	-	423	0	0	0	0	0	0	1
SAOUHSC_02052	NC_007795.1	1951119	1951265	-	147	0	0	0	0	0	0	0
SAOUHSC_02053	NC_007795.1	1951266	1951454	-	189	0	0	0	0	0	0	0
SAOUHSC_02054	NC_007795.1	1951442	1951642	-	201	0	0	0	0	0	0	0
SAOUHSC_02055	NC_007795.1	1951617	1951805	-	189	0	0	0	1	0	0	0
SAOUHSC_02056	NC_007795.1	1951802	1952047	-	246	0	0	0	0	0	0	0
SAOUHSC_02057	NC_007795.1	1952084	1952620	-	537	87	0	16	0	0	0	10
SAOUHSC_02058	NC_007795.1	1952586	1952828	-	243	9	0	0	0	0	0	0
SAOUHSC_02059	NC_007795.1	1952825	1953070	-	246	0	0	0	0	0	0	0
SAOUHSC_02060	NC_007795.1	1953085	1953333	-	249	0	0	0	0	0	0	1
SAOUHSC_02061	NC_007795.1	1953334	1953693	-	360	0	0	0	0	0	0	0
SAOUHSC_02062	NC_007795.1	1953694	1953963	-	270	0	0	0	0	0	0	0
SAOUHSC_02063	NC_007795.1	1953964	1954149	-	186	0	0	0	0	0	0	0
SAOUHSC_02064	NC_007795.1	1954154	1954558	-	405	6	0	0	0	0	0	0
SAOUHSC_02065	NC_007795.1	1954569	1954790	-	222	4	0	10	0	0	0	0
SAOUHSC_02066	NC_007795.1	1954794	1955009	-	216	0	0	1	0	0	0	0
SAOUHSC_02067	NC_007795.1	1955006	1956247	-	1242	0	0	27	2	0	1	0
SAOUHSC_02068	NC_007795.1	1956244	1956600	-	357	0	0	0	0	2	22	0
SAOUHSC_02069	NC_007795.1	1956600	1957406	-	807	0	0	0	0	0	4	0
SAOUHSC_02070	NC_007795.1	1957378	1958070	-	693	0	0	0	0	0	0	0
SAOUHSC_02071	NC_007795.1	1958083	1958583	-	501	0	0	0	1	0	0	0
SAOUHSC_02072	NC_007795.1	1958667	1959446	-	780	0	0	0	0	0	0	1
SAOUHSC_02073	NC_007795.1	1959447	1959983	-	537	0	0	0	0	4	6	0
SAOUHSC_02074	NC_007795.1	1959996	1960316	-	321	0	0	0	0	0	0	0
SAOUHSC_02076	NC_007795.1	1960656	1960817	-	162	13	0	6	0	0	0	138
SAOUHSC_02077	NC_007795.1	1960810	1961031	-	222	14	0	0	0	0	0	0
SAOUHSC_02078	NC_007795.1	1961045	1961494	-	450	2	0	0	1	0	0	0
SAOUHSC_02079	NC_007795.1	1961536	1961760	-	225	0	0	4	0	0	0	0
SAOUHSC_02080	NC_007795.1	1961761	1962552	-	792	0	0	9	2	1	0	25
SAOUHSC_02081	NC_007795.1	1962709	1963017	-	309	0	0	0	0	0	0	0
SAOUHSC_02083	NC_007795.1	1963032	1963250	-	219	0	0	0	0	0	0	0
SAOUHSC_02084	NC_007795.1	1963392	1964111	+	720	0	0	0	0	4	10	0
SAOUHSC_02085	NC_007795.1	1964181	1964348	+	168	0	0	2	0	0	0	0
SAOUHSC_02086	NC_007795.1	1964508	1964693	+	186	0	0	0	0	0	0	37
SAOUHSC_02087	NC_007795.1	1964729	1965634	+	906	0	0	0	0	0	0	47
SAOUHSC_02088	NC_007795.1	1965571	1965771	-	201	0	0	0	0	0	0	18
SAOUHSC_02089	NC_007795.1	1965883	1966929	+	1047	3	0	1	15	3	0	0
SAOUHSC_02090	NC_007795.1	1966974	1968119	+	1146	112	43	18	74	78	46	100
SAOUHSC_02091	NC_007795.1	1968379	1968909	-	531	28	0	0	12	16	8	96
SAOUHSC_02092	NC_007795.1	1968999	1970255	-	1257	56	10	60	18	20	8	86
SAOUHSC_02093	NC_007795.1	1970258	1970458	-	201	0	0	0	0	0	0	2
SAOUHSC_02095	NC_007795.1	1970605	1971069	+	465	1	3	4	0	2	4	24
SAOUHSC_02096	NC_007795.1	1971076	1971351	+	276	0	0	9	0	3	0	8
SAOUHSC_02097	NC_007795.1	1971629	1972846	+	1218	49	26	88	40	44	33	86
SAOUHSC_02098	NC_007795.1	1972962	1973591	-	630	85	94	53	0	17	38	249
SAOUHSC_02099	NC_007795.1	1973581	1974624	-	1044	166	26	91	11	22	71	284
SAOUHSC_02100	NC_007795.1	1974621	1975322	-	702	72	26	55	6	10	50	104
SAOUHSC_02101	NC_007795.1	1975337	1975723	-	387	0	2	2	0	2	2	9
SAOUHSC_02102	NC_007795.1	1975940	1976698	-	759	40	16	4	24	8	1	46
SAOUHSC_02103	NC_007795.1	1977226	1978212	+	987	22	9	3	2	19	12	19
SAOUHSC_02104	NC_007795.1	1978643	1979056	-	414	4	9	2	6	4	5	2
SAOUHSC_02105	NC_007795.1	1979085	1979195	-	111	0	0	0	0	0	0	0
SAOUHSC_02106	NC_007795.1	1979281	1980012	-	732	35	8	62	16	22	24	27
SAOUHSC_02107	NC_007795.1	1980014	1981327	-	1314	59	17	56	24	25	34	100
SAOUHSC_02108	NC_007795.1	1981619	1982119	+	501	2681	244	494	236	687	312	3018
SAOUHSC_02109	NC_007795.1	1982201	1982293	-	93	0	0	2	0	0	0	5
SAOUHSC_02110	NC_007795.1	1982508	1983062	+	555	63	12	26	22	14	8	6
SAOUHSC_02111	NC_007795.1	1983130	1984170	-	1041	246	44	20	159	85	40	193
SAOUHSC_02112	NC_007795.1	1984447	1984977	-	531	74	69	366	23	27	42	77
SAOUHSC_02113	NC_007795.1	1985147	1986508	-	1362	481	99	20	34	54	99	104
SAOUHSC_02114	NC_007795.1	1986589	1987536	-	948	83	12	20	23	20	15	68
SAOUHSC_02115	NC_007795.1	1988119	1988265	-	147	0	0	3	0	0	1	0
SAOUHSC_02116	NC_007795.1	1988305	1989732	-	1428	857	225	654	716	443	386	3115
SAOUHSC_02117	NC_007795.1	1989745	1991202	-	1458	618	189	629	599	331	252	2451
SAOUHSC_02118	NC_007795.1	1991204	1991506	-	303	2	2	0	7	0	0	3
SAOUHSC_02119	NC_007795.1	1991873	1993411	+	1539	279	59	238	130	124	61	315
SAOUHSC_02121	NC_007795.1	1993500	1994699	-	1200	42	44	55	26	48	24	293
SAOUHSC_02122	NC_007795.1	1994712	1996715	-	2004	159	32	137	80	86	68	444
SAOUHSC_02123	NC_007795.1	1996719	1998911	-	2193	75	20	64	47	68	67	243
SAOUHSC_02124	NC_007795.1	1998908	1999600	-	693	24	0	0	1	0	7	36
SAOUHSC_02125	NC_007795.1	1999772	2000074	-	303	32	0	6	8	12	4	15
SAOUHSC_02126	NC_007795.1	2000183	2001478	-	1296	44	9	70	18	9	12	189
SAOUHSC_02127	NC_007795.1	2002339	2003505	+	1167	0	1	0	1	0	4	12
SAOUHSC_02129	NC_007795.1	2003536	2003862	+	327	2	0	8	0	0	0	4
SAOUHSC_02130	NC_007795.1	2004154	2004327	-	174	12	2	4	10	15	22	97
SAOUHSC_02131	NC_007795.1	2004308	2004910	-	603	17	14	33	34	40	46	83
SAOUHSC_02132	NC_007795.1	2005181	2006002	-	822	123	39	23	67	85	54	241
SAOUHSC_02133	NC_007795.1	2005995	2007464	-	1470	122	12	27	16	38	26	122
SAOUHSC_02134	NC_007795.1	2007648	2008724	+	1077	73	0	73	30	33	8	185
SAOUHSC_02135	NC_007795.1	2008744	2009538	+	795	24	6	1	13	14	1	88
SAOUHSC_02136	NC_007795.1	2009610	2009717	+	108	24	37	0	34	93	18	53
SAOUHSC_02137	NC_007795.1	2009728	2011290	-	1563	436	138	326	162	353	145	573
SAOUHSC_02138	NC_007795.1	2011495	2012592	-	1098	9	0	26	16	15	10	9
SAOUHSC_02139	NC_007795.1	2012964	2013524	+	561	440	66	312	89	426	294	368
SAOUHSC_02140	NC_007795.1	2013577	2014506	+	930	829	900	530	2714	4313	417	7427
SAOUHSC_02141	NC_007795.1	2014701	2014874	-	174	4	5	2	0	8	2	0
SAOUHSC_02142	NC_007795.1	2014926	2016305	+	1380	679	127	239	355	636	862	970
SAOUHSC_02143	NC_007795.1	2016425	2017453	-	1029	56	17	30	14	27	12	842
SAOUHSC_02144	NC_007795.1	2017723	2018124	+	402	33	16	53	2	22	17	26
SAOUHSC_02145	NC_007795.1	2018697	2018870	-	174	2	2	11	4	5	0	0
SAOUHSC_02146	NC_007795.1	2019321	2020361	+	1041	25	1	12	4	16	8	85
SAOUHSC_02147	NC_007795.1	2020418	2021260	-	843	52	16	5	32	31	31	21
SAOUHSC_02148	NC_007795.1	2021257	2021739	-	483	10	20	47	27	16	17	18
